County,FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(Ü) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (á) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval,Gastric/Female
"Covington County, Mississippi(6,10)",28031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cowlitz County, Washington(6,10)",53015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Craig County, Oklahoma(6,10)",40035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Craig County, Virginia(6,10)",51045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Craighead County, Arkansas(6,10)",5031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crane County, Texas(6,10)",48103,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Craven County, North Carolina(6,10)",37049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Arkansas(6,10)",5033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Georgia(7)",13079,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Illinois(6,10)",17033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Indiana(6,10)",18025,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Iowa(7)",19047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Michigan(6,10)",26039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Missouri(6,10)",29055,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Ohio(6,10)",39033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Pennsylvania(6,10)",42039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crawford County, Wisconsin(6,10)",55023,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crenshaw County, Alabama(6,10)",1041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crisp County, Georgia(7)",13081,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crittenden County, Arkansas(6,10)",5035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crittenden County, Kentucky(7)",21055,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crockett County, Tennessee(6,10)",47033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crockett County, Texas(6,10)",48105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crook County, Oregon(6,10)",41013,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crook County, Wyoming(6,10)",56011,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crosby County, Texas(6,10)",48107,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cross County, Arkansas(6,10)",5037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Crowley County, Colorado(6,10)",8025,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Culberson County, Texas(6,10)",48109,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cullman County, Alabama(6,10)",1043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Culpeper County, Virginia(6,10)",51047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cumberland County, Illinois(6,10)",17035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cumberland County, Kentucky(7)",21057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cumberland County, Tennessee(6,10)",47035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cumberland County, Virginia(6,10)",51049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Cuming County, Nebraska(6,10)",31039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Currituck County, North Carolina(6,10)",37053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Curry County, New Mexico(7)",35009,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Curry County, Oregon(6,10)",41015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Custer County, Colorado(6,10)",8027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Custer County, Idaho(6,10)",16037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Custer County, Montana(6,10)",30017,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Custer County, Nebraska(6,10)",31041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Custer County, Oklahoma(6,10)",40039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Custer County, South Dakota(6,10)",46033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dade County, Georgia(7)",13083,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dade County, Missouri(6,10)",29057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Daggett County, Utah(7)",49009,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dakota County, Nebraska(6,10)",31043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dale County, Alabama(6,10)",1045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dallam County, Texas(6,10)",48111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dallas County, Alabama(6,10)",1047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dallas County, Arkansas(6,10)",5039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dallas County, Iowa(7)",19049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dallas County, Missouri(6,10)",29059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Daniels County, Montana(6,10)",30019,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Danville City, Virginia(6,10)",51590,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dare County, North Carolina(6,10)",37055,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Darke County, Ohio(6,10)",39037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Darlington County, South Carolina(6,10)",45031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Davie County, North Carolina(6,10)",37059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Daviess County, Indiana(6,10)",18027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Daviess County, Kentucky(7)",21059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Daviess County, Missouri(6,10)",29061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Davis County, Iowa(7)",19051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Davison County, South Dakota(6,10)",46035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dawes County, Nebraska(6,10)",31045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dawson County, Georgia(7)",13085,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dawson County, Montana(6,10)",30021,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dawson County, Nebraska(6,10)",31047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dawson County, Texas(6,10)",48115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Day County, South Dakota(6,10)",46037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"De Soto Parish, Louisiana(7)",22031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"De Witt County, Illinois(6,10)",17039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeBaca County, New Mexico(7)",35011,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeKalb County, Alabama(6,10)",1049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeKalb County, Illinois(6,10)",17037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeKalb County, Indiana(6,10)",18033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeKalb County, Missouri(6,10)",29063,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeKalb County, Tennessee(6,10)",47041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeSoto County, Florida(6,10)",12027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeSoto County, Mississippi(6,10)",28033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"DeWitt County, Texas(6,10)",48123,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Deaf Smith County, Texas(6,10)",48117,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dearborn County, Indiana(6,10)",18029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Decatur County, Georgia(7)",13087,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Decatur County, Indiana(6,10)",18031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Decatur County, Iowa(7)",19053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Decatur County, Tennessee(6,10)",47039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Deer Lodge County, Montana(6,10)",30023,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Defiance County, Ohio(6,10)",39039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Del Norte County, California(7)",6015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delaware County, Indiana(6,10)",18035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delaware County, Iowa(7)",19055,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delaware County, New York(6,10)",36025,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delaware County, Ohio(6,10)",39041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delaware County, Oklahoma(6,10)",40041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delta County, Colorado(6,10)",8029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delta County, Michigan(6,10)",26041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Delta County, Texas(6,10)",48119,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Denali, Alaska(6,10)",2068,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dent County, Missouri(6,10)",29065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Des Moines County, Iowa(7)",19057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Desha County, Arkansas(6,10)",5041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Deuel County, Nebraska(6,10)",31049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Deuel County, South Dakota(6,10)",46039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dewey County, Oklahoma(6,10)",40043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dewey County, South Dakota(6,10)",46041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dickens County, Texas(6,10)",48125,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dickenson County, Virginia(6,10)",51051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dickey County, North Dakota(6,10)",38021,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dickinson County, Iowa(7)",19059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dickinson County, Michigan(6,10)",26043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dickson County, Tennessee(6,10)",47043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dillingham Census Area, Alaska(6,10)",2070,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dillon County, South Carolina(6,10)",45033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dimmit County, Texas(6,10)",48127,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dinwiddie County, Virginia(6,10)",51053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Divide County, North Dakota(6,10)",38023,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dixie County, Florida(6,10)",12029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dixon County, Nebraska(6,10)",31051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Doddridge County, West Virginia(6,10)",54017,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dodge County, Georgia(7)",13091,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dodge County, Nebraska(6,10)",31053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dodge County, Wisconsin(6,10)",55027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dolores County, Colorado(6,10)",8033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Donley County, Texas(6,10)",48129,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dooly County, Georgia(7)",13093,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Door County, Wisconsin(6,10)",55029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dorchester County, Maryland(6,10)",24019,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dorchester County, South Carolina(6,10)",45035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dougherty County, Georgia(7,8)",13095,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, Georgia(7)",13097,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, Illinois(6,10)",17041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, Missouri(6,10)",29067,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, Oregon(6,10)",41019,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, South Dakota(6,10)",46043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, Washington(6,10)",53017,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Douglas County, Wisconsin(6,10)",55031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Drew County, Arkansas(6,10)",5043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dubois County, Indiana(6,10)",18037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dubuque County, Iowa(7)",19061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Duchesne County, Utah(7)",49013,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dukes County, Massachusetts(6,10)",25007,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dundy County, Nebraska(6,10)",31057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dunklin County, Missouri(6,10)",29069,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dunn County, North Dakota(6,10)",38025,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dunn County, Wisconsin(6,10)",55033,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Duplin County, North Carolina(6,10)",37061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Duval County, Texas(6,10)",48131,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Dyer County, Tennessee(6,10)",47045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Eagle County, Colorado(6,10)",8037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Early County, Georgia(7)",13099,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"East Carroll Parish, Louisiana(7)",22035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"East Feliciana Parish, Louisiana(7)",22037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Eastland County, Texas(6,10)",48133,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Eaton County, Michigan(6,10)",26045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Eau Claire County, Wisconsin(6,10)",55035,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Echols County, Georgia(7)",13101,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Eddy County, New Mexico(7)",35015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Eddy County, North Dakota(6,10)",38027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edgar County, Illinois(6,10)",17045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edgecombe County, North Carolina(6,10)",37065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edgefield County, South Carolina(6,10)",45037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edmonson County, Kentucky(7)",21061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edmunds County, South Dakota(6,10)",46045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edwards County, Illinois(6,10)",17047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Edwards County, Texas(6,10)",48137,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Effingham County, Georgia(7)",13103,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Effingham County, Illinois(6,10)",17049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Elbert County, Colorado(6,10)",8039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Elbert County, Georgia(7)",13105,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Elk County, Pennsylvania(6,10)",42047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Elliott County, Kentucky(7)",21063,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Ellis County, Oklahoma(6,10)",40045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Elmore County, Alabama(6,10)",1051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Elmore County, Idaho(6,10)",16039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Emanuel County, Georgia(7)",13107,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Emery County, Utah(7)",49015,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Emmet County, Iowa(7)",19063,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Emmet County, Michigan(6,10)",26047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Emmons County, North Dakota(6,10)",38029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Emporia City, Virginia(6,10)",51595,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Erath County, Texas(6,10)",48143,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Erie County, Ohio(6,10)",39043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Escambia County, Alabama(6,10)",1053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Essex County, New York(6,10)",36031,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Essex County, Vermont(6,10)",50009,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Essex County, Virginia(6,10)",51057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Estill County, Kentucky(7)",21065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Etowah County, Alabama(6,10)",1055,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Evangeline Parish, Louisiana(7)",22039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Evans County, Georgia(7)",13109,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fairbanks North Star, Alaska(6,10)",2090,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fairfax City, Virginia(6,10)",51600,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fairfield County, Ohio(6,10)",39045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fairfield County, South Carolina(6,10)",45039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fall River County, South Dakota(6,10)",46047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fallon County, Montana(6,10)",30025,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Falls Church City, Virginia(6,10)",51610,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Falls County, Texas(6,10)",48145,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fannin County, Georgia(7)",13111,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fannin County, Texas(6,10)",48147,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Faulk County, South Dakota(6,10)",46049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Faulkner County, Arkansas(6,10)",5045,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fauquier County, Virginia(6,10)",51061,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Alabama(6,10)",1057,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Illinois(6,10)",17051,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Indiana(6,10)",18041,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Iowa(7)",19065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Ohio(6,10)",39047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Tennessee(6,10)",47047,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, Texas(6,10)",48149,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fayette County, West Virginia(6,10)",54019,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fentress County, Tennessee(6,10)",47049,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fergus County, Montana(6,10)",30027,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Ferry County, Washington(6,10)",53019,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fillmore County, Nebraska(6,10)",31059,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fisher County, Texas(6,10)",48151,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Flathead County, Montana(6,10)",30029,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fleming County, Kentucky(7)",21069,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Florence County, Wisconsin(6,10)",55037,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Floyd County, Georgia(7,8)",13115,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Floyd County, Indiana(6,10)",18043,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Floyd County, Iowa(7)",19067,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Floyd County, Kentucky(7)",21071,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Floyd County, Texas(6,10)",48153,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Floyd County, Virginia(6,10)",51063,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fluvanna County, Virginia(6,10)",51065,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Foard County, Texas(6,10)",48155,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Fond du Lac County, Wisconsin(6,10)",55039,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Ford County, Illinois(6,10)",17053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
"Forest County, Pennsylvania(6,10)",42053,<font color=grey>*</font>,* ,*, *,3 or fewer,*,*,*,*,
